timestamp,id,rtr,ide,dlc,data
15:49:59.101,380,0,0,8,9C A4 7A 89 B5 6A EF 9D
15:49:59.249,212,0,0,8,57 2C 4B E5 BA 49 1A B6
15:49:59.400,5C8,0,0,8,4A 36 53 18 87 4F E5 2D
15:49:59.549,380,0,0,8,67 FC 13 6F C2 E5 02 25
15:49:59.699,212,0,0,8,B9 12 B8 E3 F2 09 C6 9E
15:49:59.851,5C8,0,0,8,6E 8E EF 88 55 E3 7E 43
15:49:59.999,380,0,0,8,7A 72 4F FA B0 F5 86 EC
15:50:00.151,212,0,0,8,CC A0 44 2D 75 27 51 2A
15:50:00.299,5C8,0,0,8,CD 3F 14 D5 59 6B 6E E9
15:50:00.449,380,0,0,8,9C 71 7E 52 25 AF 58 EF
15:50:00.599,212,0,0,8,3C B8 F8 CE 60 6E 8D D6
15:50:00.749,5C8,0,0,8,B2 5C 8C FD 28 07 36 B7
15:50:00.901,380,0,0,8,BD C4 F0 A2 4F AF 64 B3
15:50:01.049,212,0,0,8,AA 8F 3F E0 8B A4 AC 08
15:50:01.199,5C8,0,0,8,6E D5 75 E4 5B F7 AA 53
15:50:01.350,380,0,0,8,06 E2 A2 72 F3 17 9F 53
15:50:01.499,212,0,0,8,CF 66 67 73 3B E8 4D 1F
15:50:01.649,5C8,0,0,8,4C C4 33 7B C7 1C C2 C0
15:50:01.799,380,0,0,8,8F 1F 5F EA 51 15 97 A1
15:50:01.951,212,0,0,8,3D 46 0E 25 15 82 FB 32
15:50:02.099,5C8,0,0,8,E4 8C 76 08 1A 80 7D C6
15:50:02.249,380,0,0,8,12 47 01 85 4D F6 64 82
15:50:02.401,212,0,0,8,6F 73 64 1C F1 6D 20 DC
15:50:02.551,5C8,0,0,8,C3 B5 8F 9E CA A3 05 04
15:50:02.701,380,0,0,8,AB C4 23 64 15 93 77 4A
15:50:02.850,212,0,0,8,62 ED D9 E7 1B B2 2D 39
15:50:02.999,5C8,0,0,8,EA 2E EB 70 02 A7 25 0E
15:50:03.149,380,0,0,8,76 38 7F 43 25 A6 85 C6
15:50:03.300,212,0,0,8,D9 3F A4 7B 15 4A 7A E4
15:50:03.449,5C8,0,0,8,6D 63 5B 7F 0C 91 C6 A3
15:50:03.602,380,0,0,8,9B 31 BF C5 78 49 A2 3F
15:50:03.749,212,0,0,8,16 72 3C 46 E4 27 1B 8A
15:50:03.900,5C8,0,0,8,60 4B 80 E2 5E 40 02 ED
15:50:04.049,380,0,0,8,24 70 7C 90 34 AF 34 9C
15:50:04.201,212,0,0,8,96 DC AF 10 8B 97 B7 81
15:50:04.349,5C8,0,0,8,C3 5C 8E 94 42 CC 00 48
15:50:04.499,380,0,0,8,9F D8 BA 7C 22 DA 51 73
15:50:04.650,212,0,0,8,31 2F 6E 2C 2F 26 17 6C
15:50:04.799,5C8,0,0,8,18 0C 3B 8D C9 70 AA FF
15:50:04.950,380,0,0,8,6C 03 08 C0 D5 E9 CF AD
15:50:05.100,212,0,0,8,A1 F1 F4 26 13 A8 F5 C2
15:50:05.249,5C8,0,0,8,E7 50 82 A5 7D 28 F8 17
15:50:05.399,380,0,0,8,42 19 32 E8 34 2A F0 0A
15:50:05.549,212,0,0,8,4A 4A 75 F8 5C 17 4C E9
15:50:05.701,5C8,0,0,8,4C 3A 99 68 03 C0 4A F2
15:50:05.848,380,0,0,8,40 55 14 FB D6 20 86 AB
15:50:06.001,212,0,0,8,CE D4 60 6F 4D 76 30 27
15:50:06.149,5C8,0,0,8,52 A0 3A E9 9A D9 27 7A
15:50:06.299,380,0,0,8,98 71 FC 22 6E 21 05 79
15:50:06.449,212,0,0,8,CC CF 6B 48 7D CE E3 8C
15:50:06.600,5C8,0,0,8,C3 86 2D 3E 36 38 4D 1E
15:50:06.749,380,0,0,8,AD C7 BB B5 2A 33 C3 FC
15:50:06.900,212,0,0,8,CA EA 84 39 1C 0D B8 B5
15:50:07.051,5C8,0,0,8,AA 9C A4 30 9A 66 E6 C3
15:50:07.199,380,0,0,8,2D EE 49 70 BE 65 69 07
15:50:07.349,212,0,0,8,2F 8D C5 DE 58 50 FD F9
15:50:07.499,5C8,0,0,8,A2 0E D3 46 AC 67 57 7D
15:50:07.649,380,0,0,8,7E 28 93 4F 90 AB 64 4B
15:50:07.802,212,0,0,8,D1 3E 4D 48 7C E7 EC 5A
15:50:07.949,5C8,0,0,8,CB 88 EF 34 F0 18 F2 B2
15:50:08.102,380,0,0,8,99 D7 E4 43 31 14 C0 AB
15:50:08.250,212,0,0,8,69 A9 AD A3 4E 14 72 62
15:50:08.399,5C8,0,0,8,E6 19 64 62 E6 76 8A F9
15:50:08.551,380,0,0,8,09 DC 05 C3 1D D2 C4 F4
15:50:08.698,212,0,0,8,10 50 3A 3C C8 55 3E AF
15:50:08.850,5C8,0,0,8,FA 5A EF 02 AC E3 B0 D3
15:50:08.999,380,0,0,8,C8 90 F0 E4 61 74 4A 43
15:50:09.148,212,0,0,8,7E EE 6C C2 37 C4 61 DE
15:50:09.299,5C8,0,0,8,8D 12 01 F7 28 29 12 18
15:50:09.449,380,0,0,8,27 BF BD 80 BC 45 8C 48
15:50:09.600,212,0,0,8,B1 25 30 A3 60 D3 89 1E
15:50:09.749,5C8,0,0,8,41 2E 84 7E 9F CC 46 B5
15:50:09.899,380,0,0,8,EA C3 35 AA 40 A9 FA 28
15:50:10.049,212,0,0,8,45 DD D0 E1 21 72 86 94
15:50:10.200,5C8,0,0,8,6B C1 E7 5D 70 EA 02 07
15:50:10.349,380,0,0,8,5F C9 17 4E 93 02 4B B0
15:50:10.501,212,0,0,8,8F 94 C8 A1 C7 65 B1 5A
15:50:10.648,5C8,0,0,8,F9 7E 19 06 67 CA 7B 04
15:50:10.801,380,0,0,8,0B BA 01 DC 58 5A D6 1E
15:50:10.949,212,0,0,8,55 70 B4 79 00 54 63 C5
15:50:11.101,5C8,0,0,8,AA BD C9 F2 D3 C3 7C F8
15:50:11.252,380,0,0,8,33 69 A3 5B 56 F1 E8 AC
15:50:11.398,212,0,0,8,A1 CC 39 2C 26 E8 8E 39
15:50:11.549,5C8,0,0,8,82 14 20 2D 5F 25 65 79
15:50:11.701,380,0,0,8,5F FB 88 28 73 5E AB A4
15:50:11.849,212,0,0,8,20 A5 81 47 4B EF 2F B5
15:50:12.002,5C8,0,0,8,F4 17 BD C2 4B 5A 24 EB
15:50:12.149,380,0,0,8,A1 9F B3 63 86 EB D1 AD
15:50:12.299,212,0,0,8,02 14 BF F3 3F 63 23 E9
15:50:12.450,5C8,0,0,8,24 B3 AD 96 8C 4F E1 AC
15:50:12.598,380,0,0,8,34 20 DB B2 B0 5C 07 97
15:50:12.749,212,0,0,8,39 BA C4 D6 81 CB 97 6C
15:50:12.901,5C8,0,0,8,4D 4B B3 D2 F4 EF E0 C4
15:50:13.049,380,0,0,8,CC D0 F2 EB 9E 3B FE CB
15:50:13.200,212,0,0,8,B3 CE 9D D5 C7 54 22 7D
15:50:13.348,5C8,0,0,8,1C 84 0A EB 64 3B DD B7
15:50:13.500,380,0,0,8,95 E8 61 C6 04 6D 7D 39
15:50:13.649,212,0,0,8,C6 2E D0 2A 9C 99 42 51
15:50:13.801,5C8,0,0,8,96 65 77 FE AB 48 E4 C5
15:50:13.949,380,0,0,8,D3 55 07 A5 26 9B C3 57
15:50:14.101,212,0,0,8,01 AE 9E FC 32 F4 BC DD
15:50:14.249,5C8,0,0,8,D7 38 62 EB 8D 2C 64 C4
15:50:14.399,380,0,0,8,92 88 EB 23 2A B9 40 92
15:50:14.548,212,0,0,8,1C 77 6A 89 72 D8 2C AA
15:50:14.699,5C8,0,0,8,BF 5E 3F 80 23 A6 07 63
15:50:14.851,380,0,0,8,D2 CB 47 E4 B8 B1 63 4A
15:50:14.999,212,0,0,8,9B 35 2B 8B E6 80 BB 0E
15:50:15.150,5C8,0,0,8,5A E9 7A 99 83 06 81 6C
15:50:15.299,380,0,0,8,39 33 3F E3 F7 0B FB 2B
15:50:15.448,212,0,0,8,8B 76 83 57 FE FC C5 EE
15:50:15.598,5C8,0,0,8,A0 C4 C5 02 63 AD 6B 75
15:50:15.750,380,0,0,8,11 1C 73 36 F4 01 79 8E
15:50:15.901,212,0,0,8,4D 60 E8 F2 DD 73 EC D4
15:50:16.048,5C8,0,0,8,D0 B8 69 83 2C 17 E2 F5
15:50:16.199,380,0,0,8,3D E3 46 FF 21 68 02 26
15:50:16.348,212,0,0,8,56 AC F8 15 99 07 DE FB
15:50:16.500,5C8,0,0,8,83 8E F2 5E AB 52 68 C2
15:50:16.650,380,0,0,8,5C 3F 80 10 51 5F 29 28
15:50:16.799,212,0,0,8,72 97 DD D7 B1 C7 D0 B3
15:50:16.949,5C8,0,0,8,4A 25 6D 2D 54 5B 55 6D
15:50:17.099,380,0,0,8,43 5D B0 6A 73 9D C5 B5
15:50:17.250,212,0,0,8,D1 22 67 7C 1A A2 66 21
15:50:17.401,5C8,0,0,8,59 36 09 EB CC B6 CC E9
15:50:17.548,380,0,0,8,8C BE 67 A1 EE E1 20 34
15:50:17.698,212,0,0,8,07 DC 32 9F 19 2B 9D 4E
15:50:17.849,5C8,0,0,8,AC 25 C0 8C 1E 40 03 9E
15:50:18.001,380,0,0,8,DF 6B 37 D3 65 CE 99 E5
